#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DKC1	RUVBL1	9606.ENSP00000358563	9606.ENSP00000318297	0	0	0	0	0.282	0.756	0.400	0.952	0.994
DKC1	HSP90AA1	9606.ENSP00000358563	9606.ENSP00000335153	0	0	0	0	0.072	0.064	0	0.839	0.848
DKC1	GTPBP4	9606.ENSP00000358563	9606.ENSP00000354040	0	0	0	0	0.768	0.374	0	0.253	0.882
DKC1	POP1	9606.ENSP00000358563	9606.ENSP00000385787	0	0	0	0	0.072	0	0.720	0	0.729
DKC1	UTP14A	9606.ENSP00000358563	9606.ENSP00000377944	0	0	0	0	0.441	0.486	0	0.314	0.786
DKC1	PUS7	9606.ENSP00000358563	9606.ENSP00000417402	0	0	0	0	0.393	0	0	0.735	0.832
DKC1	HSP90AB1	9606.ENSP00000358563	9606.ENSP00000360609	0	0	0	0	0.125	0.064	0	0.839	0.857
DKC1	GMPS	9606.ENSP00000358563	9606.ENSP00000419851	0.046	0	0	0	0.852	0	0	0.126	0.866
DKC1	PDCD11	9606.ENSP00000358563	9606.ENSP00000358812	0.115	0	0	0	0.738	0.481	0	0.533	0.936
DKC1	NOLC1	9606.ENSP00000358563	9606.ENSP00000385410	0	0	0	0	0.892	0.615	0.360	0.909	0.997
DKC1	NOP56	9606.ENSP00000358563	9606.ENSP00000370589	0	0	0	0	0.967	0.899	0.720	0.865	0.999
DLGAP5	TRIP13	9606.ENSP00000247191	9606.ENSP00000166345	0	0	0	0	0.656	0	0	0.413	0.789
DLGAP5	OIP5	9606.ENSP00000247191	9606.ENSP00000220514	0	0	0	0	0.794	0	0	0.331	0.856
DLGAP5	RAD51AP1	9606.ENSP00000247191	9606.ENSP00000228843	0	0	0	0	0.779	0	0	0.498	0.884
DLGAP5	FBXO5	9606.ENSP00000247191	9606.ENSP00000229758	0	0	0	0	0.621	0	0	0.288	0.718
DLGAP5	NCAPH	9606.ENSP00000247191	9606.ENSP00000240423	0	0	0	0	0.697	0	0	0.424	0.818
DLGAP5	KPNA2	9606.ENSP00000247191	9606.ENSP00000438483	0	0	0	0	0.592	0	0	0.306	0.705
DLGAP5	ESCO2	9606.ENSP00000247191	9606.ENSP00000306999	0	0	0	0	0.714	0	0	0	0.714
DLGAP5	GINS2	9606.ENSP00000247191	9606.ENSP00000253462	0	0	0	0	0.445	0	0	0.517	0.720
DLGAP5	PIMREG	9606.ENSP00000247191	9606.ENSP00000250056	0	0	0	0	0.516	0	0	0.458	0.726
DLGAP5	SMC4	9606.ENSP00000247191	9606.ENSP00000341382	0	0	0	0	0.558	0	0	0.409	0.728
DLGAP5	GTSE1	9606.ENSP00000247191	9606.ENSP00000415430	0	0	0	0	0.492	0	0	0.502	0.736
DLGAP5	SHCBP1	9606.ENSP00000247191	9606.ENSP00000306473	0	0	0	0	0.667	0	0	0.250	0.740
DLGAP5	KNL1	9606.ENSP00000247191	9606.ENSP00000335463	0	0	0	0	0.465	0	0	0.548	0.748
DLGAP5	RAN	9606.ENSP00000247191	9606.ENSP00000446215	0	0	0	0	0.124	0.681	0	0.180	0.750
DLGAP5	WDHD1	9606.ENSP00000247191	9606.ENSP00000353793	0	0	0	0	0.694	0	0	0.229	0.754
DLGAP5	MCM10	9606.ENSP00000247191	9606.ENSP00000418268	0	0	0	0	0.599	0	0	0.418	0.756
DLGAP5	DTL	9606.ENSP00000247191	9606.ENSP00000355958	0	0	0	0	0.706	0	0	0.204	0.756
DLGAP5	NCAPD2	9606.ENSP00000247191	9606.ENSP00000325017	0	0	0	0	0.554	0	0	0.490	0.763
DLGAP5	KNTC1	9606.ENSP00000247191	9606.ENSP00000328236	0	0	0	0	0.700	0	0	0.247	0.764
DLGAP5	TROAP	9606.ENSP00000247191	9606.ENSP00000257909	0	0	0.230	0	0.607	0	0	0.301	0.770
DLGAP5	FAM83D	9606.ENSP00000247191	9606.ENSP00000481465	0	0	0	0	0.484	0	0	0.573	0.770
DLGAP5	EXO1	9606.ENSP00000247191	9606.ENSP00000355506	0	0	0	0	0.705	0	0	0.308	0.787
DLGAP5	E2F8	9606.ENSP00000247191	9606.ENSP00000250024	0	0	0	0	0.726	0	0	0.296	0.799
DLGAP5	SKA3	9606.ENSP00000247191	9606.ENSP00000319417	0	0	0	0	0.733	0	0	0.287	0.801
DLGAP5	INCENP	9606.ENSP00000247191	9606.ENSP00000378295	0	0	0	0	0.727	0	0	0.320	0.806
DLGAP5	SMC2	9606.ENSP00000247191	9606.ENSP00000286398	0	0	0	0	0.801	0	0	0.069	0.807
DLGAP5	PLK1	9606.ENSP00000247191	9606.ENSP00000300093	0	0	0	0	0.646	0	0	0.479	0.807
DLGAP5	SKA1	9606.ENSP00000247191	9606.ENSP00000285116	0	0	0	0	0.519	0	0	0.618	0.808
DLGAP5	TK1	9606.ENSP00000247191	9606.ENSP00000468425	0	0	0	0	0.527	0	0	0.618	0.811
DLGAP5	KIF18B	9606.ENSP00000247191	9606.ENSP00000465992	0	0	0	0	0.607	0	0	0.556	0.818
DLGAP5	ESPL1	9606.ENSP00000247191	9606.ENSP00000257934	0	0	0	0	0.766	0	0	0.262	0.820
DLGAP5	TACC3	9606.ENSP00000247191	9606.ENSP00000326550	0	0	0	0	0.533	0.046	0	0.680	0.845
DLGAP5	SGO1	9606.ENSP00000247191	9606.ENSP00000263753	0	0	0	0	0.778	0	0	0.348	0.849
DLGAP5	SPC25	9606.ENSP00000247191	9606.ENSP00000282074	0	0	0	0	0.828	0	0	0.185	0.854
DLGAP5	ECT2	9606.ENSP00000247191	9606.ENSP00000376457	0	0	0	0	0.663	0	0	0.598	0.858
DLGAP5	RCC1	9606.ENSP00000247191	9606.ENSP00000497402	0	0	0	0	0.282	0.709	0	0.399	0.863
DLGAP5	FOXM1	9606.ENSP00000247191	9606.ENSP00000342307	0	0	0	0	0.787	0	0	0.424	0.872
DLGAP5	PCLAF	9606.ENSP00000247191	9606.ENSP00000300035	0	0	0	0	0.769	0	0	0.505	0.881
DLGAP5	MKI67	9606.ENSP00000247191	9606.ENSP00000357643	0	0	0	0	0.841	0	0	0.409	0.902
DLGAP5	MAD2L1	9606.ENSP00000247191	9606.ENSP00000296509	0	0	0	0	0.828	0	0	0.479	0.906
DLGAP5	PTTG1	9606.ENSP00000247191	9606.ENSP00000377536	0	0	0	0	0.840	0	0	0.484	0.913
DLGAP5	KIFC1	9606.ENSP00000247191	9606.ENSP00000393963	0	0	0	0	0.746	0	0	0.679	0.915
DLGAP5	ZWINT	9606.ENSP00000247191	9606.ENSP00000363055	0	0	0	0	0.787	0	0	0.643	0.920
DLGAP5	SPAG5	9606.ENSP00000247191	9606.ENSP00000323300	0	0	0	0	0.872	0.072	0	0.447	0.928
DLGAP5	KIF14	9606.ENSP00000247191	9606.ENSP00000356319	0	0	0	0	0.799	0	0	0.683	0.933
DLGAP5	RACGAP1	9606.ENSP00000247191	9606.ENSP00000404190	0	0	0	0	0.817	0	0	0.660	0.935
DLGAP5	KIF15	9606.ENSP00000247191	9606.ENSP00000324020	0	0	0	0	0.865	0	0	0.556	0.937
DLGAP5	KIF18A	9606.ENSP00000247191	9606.ENSP00000263181	0	0	0	0	0.816	0	0	0.714	0.945
DLGAP5	HJURP	9606.ENSP00000247191	9606.ENSP00000414109	0	0	0	0	0.840	0	0	0.678	0.946
DLGAP5	NCAPG	9606.ENSP00000247191	9606.ENSP00000251496	0	0	0	0	0.852	0	0	0.662	0.948
DLGAP5	RRM2	9606.ENSP00000247191	9606.ENSP00000353770	0	0	0	0	0.848	0	0	0.683	0.950
DLGAP5	KIF23	9606.ENSP00000247191	9606.ENSP00000260363	0	0	0	0	0.854	0	0	0.678	0.951
DLGAP5	NDC80	9606.ENSP00000247191	9606.ENSP00000261597	0	0	0	0	0.929	0	0	0.418	0.957
DLGAP5	KIF4A	9606.ENSP00000247191	9606.ENSP00000363524	0	0	0	0	0.859	0	0	0.741	0.962
DLGAP5	NEK2	9606.ENSP00000247191	9606.ENSP00000355966	0	0	0	0	0.886	0	0	0.691	0.963
DLGAP5	NUF2	9606.ENSP00000247191	9606.ENSP00000271452	0	0	0	0	0.911	0	0	0.615	0.964
DLGAP5	UBE2C	9606.ENSP00000247191	9606.ENSP00000348838	0	0	0	0	0.892	0.046	0	0.720	0.968
DLGAP5	KIF20A	9606.ENSP00000247191	9606.ENSP00000378356	0	0	0	0	0.889	0	0	0.741	0.970
DLGAP5	KIF2C	9606.ENSP00000247191	9606.ENSP00000361298	0	0	0	0	0.912	0	0	0.728	0.975
DLGAP5	TTK	9606.ENSP00000247191	9606.ENSP00000358813	0	0	0	0	0.947	0	0	0.582	0.977
DLGAP5	TPX2	9606.ENSP00000247191	9606.ENSP00000300403	0	0	0	0	0.880	0	0	0.831	0.978
DLGAP5	TOP2A	9606.ENSP00000247191	9606.ENSP00000411532	0	0	0	0	0.916	0	0	0.754	0.978
DLGAP5	PBK	9606.ENSP00000247191	9606.ENSP00000428489	0	0	0	0	0.926	0	0	0.732	0.979
DLGAP5	MELK	9606.ENSP00000247191	9606.ENSP00000298048	0	0	0	0	0.910	0	0	0.813	0.982
DLGAP5	KIF11	9606.ENSP00000247191	9606.ENSP00000260731	0	0	0	0	0.966	0	0	0.922	0.997
DLGAP5	HMMR	9606.ENSP00000247191	9606.ENSP00000377492	0	0	0	0	0.999	0.072	0	0.594	0.999
DNA2	RFC2	9606.ENSP00000351185	9606.ENSP00000055077	0	0	0	0	0.122	0	0.500	0.632	0.824
DNA2	POLE2	9606.ENSP00000351185	9606.ENSP00000216367	0	0	0	0	0.306	0	0.400	0.562	0.802
DNA2	STN1	9606.ENSP00000351185	9606.ENSP00000224950	0	0	0	0	0.082	0.302	0	0.571	0.701
DNA2	RAD51AP1	9606.ENSP00000351185	9606.ENSP00000228843	0	0	0	0	0.339	0	0.500	0.311	0.752
DNA2	TOPBP1	9606.ENSP00000351185	9606.ENSP00000260810	0	0	0	0	0.291	0	0.500	0.734	0.897
DNA2	FANCD2	9606.ENSP00000351185	9606.ENSP00000287647	0	0	0	0	0.216	0.292	0	0.715	0.828
DNA2	FEN1	9606.ENSP00000351185	9606.ENSP00000305480	0	0	0	0	0.224	0.838	0	0.974	0.996
DNA2	TWNK	9606.ENSP00000351185	9606.ENSP00000309595	0	0	0	0	0.060	0	0	0.842	0.845
DNA2	RMI2	9606.ENSP00000351185	9606.ENSP00000310356	0	0	0	0	0.127	0	0.500	0.659	0.838
DNA2	POLE	9606.ENSP00000351185	9606.ENSP00000322570	0	0	0	0	0.230	0.108	0.400	0.575	0.801
DNA2	PIF1	9606.ENSP00000351185	9606.ENSP00000328174	0	0	0	0	0.067	0.767	0	0.841	0.962
DNA2	PRIM1	9606.ENSP00000351185	9606.ENSP00000350491	0	0	0	0	0.223	0	0.500	0.436	0.762
DNA2	RFC5	9606.ENSP00000351185	9606.ENSP00000408295	0	0	0	0	0.172	0	0.500	0.376	0.719
DNA2	MDC1	9606.ENSP00000351185	9606.ENSP00000365588	0	0	0	0	0.106	0	0	0.701	0.721
DNA2	SSBP1	9606.ENSP00000351185	9606.ENSP00000419665	0	0	0	0	0	0.097	0	0.731	0.747
DNA2	TIMELESS	9606.ENSP00000351185	9606.ENSP00000450607	0	0	0	0	0.219	0.073	0	0.693	0.758
DNA2	RFC3	9606.ENSP00000351185	9606.ENSP00000369411	0	0	0	0	0.252	0	0.500	0.500	0.796
DNA2	EME1	9606.ENSP00000351185	9606.ENSP00000376952	0	0	0	0	0.171	0.197	0.500	0.561	0.834
DNA2	PRIM2	9606.ENSP00000351185	9606.ENSP00000484105	0	0	0	0	0.320	0	0.500	0.559	0.837
DNA2	RFC4	9606.ENSP00000351185	9606.ENSP00000376272	0	0	0	0	0.169	0	0.500	0.652	0.843
DNA2	MCM10	9606.ENSP00000351185	9606.ENSP00000418268	0	0	0	0	0.436	0	0	0.761	0.859
DNA2	GEN1	9606.ENSP00000351185	9606.ENSP00000370653	0	0	0	0	0.270	0.298	0.400	0.756	0.915
DNA2	RAD51	9606.ENSP00000351185	9606.ENSP00000493712	0	0	0.333	0	0.209	0.224	0.500	0.916	0.979
DNA2	WDHD1	9606.ENSP00000351185	9606.ENSP00000353793	0	0	0	0	0.624	0.954	0	0.884	0.997
DNA2	EXO1	9606.ENSP00000351185	9606.ENSP00000355506	0	0	0	0	0.505	0.588	0.500	0.987	0.998
DNAJA1	HSP90AA1	9606.ENSP00000369127	9606.ENSP00000335153	0.042	0	0	0	0.615	0.295	0.500	0.934	0.989
DNAJA1	HSPD1	9606.ENSP00000369127	9606.ENSP00000340019	0.042	0	0	0	0.389	0.050	0	0.592	0.743
DNAJA1	STIP1	9606.ENSP00000369127	9606.ENSP00000351646	0	0	0	0	0.248	0.579	0.500	0.748	0.954
DNAJA1	HSP90AB1	9606.ENSP00000369127	9606.ENSP00000360609	0.042	0	0	0	0.442	0.190	0.500	0.873	0.967
DNAJA1	HSPA14	9606.ENSP00000369127	9606.ENSP00000367623	0.041	0	0.347	0	0.286	0.142	0.162	0.420	0.770
DNAJA1	HYOU1	9606.ENSP00000369127	9606.ENSP00000480150	0.041	0	0	0	0.236	0.306	0.162	0.483	0.740
DNAJA1	HSPH1	9606.ENSP00000369127	9606.ENSP00000487365	0.041	0	0.211	0	0.589	0.455	0.162	0.704	0.948
DNAJB11	SEC61A1	9606.ENSP00000414398	9606.ENSP00000243253	0	0	0	0	0.294	0.094	0	0.720	0.805
DNAJB11	HSP90B1	9606.ENSP00000414398	9606.ENSP00000299767	0.042	0	0	0	0.821	0.310	0.360	0.989	0.999
DNAJB11	PSMG1	9606.ENSP00000414398	9606.ENSP00000329915	0	0	0	0	0.065	0.208	0.720	0	0.774
DNAJB11	STIP1	9606.ENSP00000414398	9606.ENSP00000351646	0	0	0	0	0.062	0.100	0.720	0.350	0.826
DNAJB11	HSP90AB1	9606.ENSP00000414398	9606.ENSP00000360609	0.042	0	0	0	0.311	0.133	0.720	0.430	0.892
DNAJB11	DNAJC9	9606.ENSP00000414398	9606.ENSP00000362041	0	0	0	0.637	0.063	0	0.720	0.177	0.765
DNAJB11	HSPA14	9606.ENSP00000414398	9606.ENSP00000367623	0.041	0	0.329	0	0.271	0.142	0.162	0.282	0.701
DNAJB11	PDIA6	9606.ENSP00000414398	9606.ENSP00000385385	0	0	0	0	0.697	0.292	0.360	0.736	0.959
DNAJB11	HYOU1	9606.ENSP00000414398	9606.ENSP00000480150	0.041	0	0	0	0.346	0.481	0.440	0.889	0.976
DNAJB11	PDIA4	9606.ENSP00000414398	9606.ENSP00000499129	0	0	0	0	0.398	0.475	0	0.959	0.986
DNAJC2	HSPA14	9606.ENSP00000368565	9606.ENSP00000367623	0	0	0	0	0.173	0.837	0.400	0.982	0.998
DNAJC9	MCM2	9606.ENSP00000362041	9606.ENSP00000265056	0	0	0	0	0.274	0.915	0	0.170	0.944
DNAJC9	PSMG1	9606.ENSP00000362041	9606.ENSP00000329915	0	0	0	0	0.162	0.270	0.900	0	0.933
DNAJC9	STIP1	9606.ENSP00000362041	9606.ENSP00000351646	0	0	0	0	0.082	0.100	0.900	0.057	0.911
DNAJC9	HSP90AB1	9606.ENSP00000362041	9606.ENSP00000360609	0.042	0	0	0	0.307	0.133	0.720	0.244	0.856
DNAJC9	HSPA14	9606.ENSP00000362041	9606.ENSP00000367623	0.041	0	0	0	0.451	0.142	0.162	0.345	0.706
DNMT1	MSH2	9606.ENSP00000352516	9606.ENSP00000233146	0	0	0	0	0.245	0.095	0	0.620	0.718
DNMT1	MSH6	9606.ENSP00000352516	9606.ENSP00000234420	0	0	0	0	0.377	0.095	0	0.643	0.781
DNMT1	MBD4	9606.ENSP00000352516	9606.ENSP00000249910	0	0	0	0	0.049	0	0	0.925	0.925
DNMT1	DNMT3A	9606.ENSP00000352516	9606.ENSP00000264709	0	0	0	0	0.069	0.633	0.900	0.995	0.999
DNMT1	HNMT	9606.ENSP00000352516	9606.ENSP00000280097	0	0	0	0	0	0	0	0.746	0.746
DNMT1	H2AZ1	9606.ENSP00000352516	9606.ENSP00000296417	0	0	0	0	0.100	0	0.500	0.435	0.723
DNMT1	SAP30	9606.ENSP00000352516	9606.ENSP00000296504	0	0	0	0	0.058	0	0.500	0.427	0.706
DNMT1	HNRNPD	9606.ENSP00000352516	9606.ENSP00000313199	0	0	0	0	0.127	0.091	0	0.963	0.968
DNMT1	EZH2	9606.ENSP00000352516	9606.ENSP00000320147	0	0	0	0	0.253	0.826	0.500	0.997	0.999
DNMT1	DNMT3B	9606.ENSP00000352516	9606.ENSP00000328547	0	0	0	0	0.095	0.837	0.900	0.999	0.999
DNMT1	E2F1	9606.ENSP00000352516	9606.ENSP00000345571	0	0	0	0	0.180	0.287	0	0.944	0.964
DNMT1	SUV39H2	9606.ENSP00000352516	9606.ENSP00000346997	0	0	0	0	0.102	0.053	0	0.751	0.770
DNMT1	MCM3	9606.ENSP00000352516	9606.ENSP00000480987	0	0	0	0	0.577	0.086	0	0.288	0.700
DNMT1	HELLS	9606.ENSP00000352516	9606.ENSP00000377601	0	0	0	0	0.202	0.314	0	0.501	0.703
DNMT1	TDG	9606.ENSP00000352516	9606.ENSP00000376611	0	0	0	0	0.081	0	0	0.785	0.794
DNMT1	TET3	9606.ENSP00000352516	9606.ENSP00000386869	0	0	0	0	0	0	0	0.881	0.881
DNMT1	PCNA	9606.ENSP00000352516	9606.ENSP00000368458	0	0	0	0	0.377	0.986	0	0.051	0.991
DNMT1	KDM1A	9606.ENSP00000352516	9606.ENSP00000383042	0	0	0	0	0.084	0.625	0	0.996	0.998
DNMT1	UHRF1	9606.ENSP00000352516	9606.ENSP00000479617	0	0	0.325	0	0.252	0.927	0.900	0.998	0.999
DNMT3A	MBD4	9606.ENSP00000264709	9606.ENSP00000249910	0	0	0	0	0.065	0.067	0	0.896	0.901
DNMT3A	KDM1A	9606.ENSP00000264709	9606.ENSP00000383042	0	0	0	0	0.074	0	0	0.741	0.751
DNMT3A	SRSF2	9606.ENSP00000264709	9606.ENSP00000376276	0	0	0	0	0.058	0	0	0.772	0.776
DNMT3A	H2AZ1	9606.ENSP00000264709	9606.ENSP00000296417	0	0	0	0	0.086	0.314	0.500	0.394	0.784
DNMT3A	TET3	9606.ENSP00000264709	9606.ENSP00000386869	0	0	0	0	0.049	0	0	0.801	0.802
DNMT3A	HELLS	9606.ENSP00000264709	9606.ENSP00000377601	0	0	0	0	0.083	0.095	0	0.788	0.808
DNMT3A	MIS18A	9606.ENSP00000264709	9606.ENSP00000290130	0	0	0	0	0.045	0	0	0.816	0.816
DNMT3A	TDG	9606.ENSP00000264709	9606.ENSP00000376611	0	0	0	0	0	0.292	0	0.909	0.933
DNMT3A	UHRF1	9606.ENSP00000264709	9606.ENSP00000479617	0	0	0	0	0.060	0.655	0	0.908	0.967
DNMT3A	DNMT3B	9606.ENSP00000264709	9606.ENSP00000328547	0	0	0.069	0.937	0.093	0.876	0.900	0.859	0.998
DNMT3A	EZH2	9606.ENSP00000264709	9606.ENSP00000320147	0	0	0	0	0.078	0.519	0.500	0.998	0.999
DNMT3B	MBD4	9606.ENSP00000328547	9606.ENSP00000249910	0	0	0	0	0	0.292	0	0.946	0.960
DNMT3B	MIS18A	9606.ENSP00000328547	9606.ENSP00000290130	0	0	0	0	0.152	0	0	0.714	0.747
DNMT3B	H2AZ1	9606.ENSP00000328547	9606.ENSP00000296417	0	0	0	0	0.101	0.054	0.500	0.392	0.706
DNMT3B	EZH2	9606.ENSP00000328547	9606.ENSP00000320147	0	0	0	0	0.169	0.790	0.500	0.997	0.999
DNMT3B	TET3	9606.ENSP00000328547	9606.ENSP00000386869	0	0	0	0	0.044	0	0	0.782	0.783
DNMT3B	TDG	9606.ENSP00000328547	9606.ENSP00000376611	0	0	0	0	0.087	0.292	0	0.865	0.905
DNMT3B	HELLS	9606.ENSP00000328547	9606.ENSP00000377601	0	0	0	0	0.164	0.314	0	0.912	0.945
DNMT3B	UHRF1	9606.ENSP00000328547	9606.ENSP00000479617	0	0	0	0	0.258	0.564	0	0.959	0.985
DONSON	MCM2	9606.ENSP00000307143	9606.ENSP00000265056	0	0	0	0	0.668	0.292	0	0	0.755
DONSON	ORC1	9606.ENSP00000307143	9606.ENSP00000360623	0	0	0	0	0.722	0	0	0.285	0.793
DONSON	PCNA	9606.ENSP00000307143	9606.ENSP00000368458	0	0	0	0	0.325	0.292	0.720	0	0.854
DONSON	MCM3	9606.ENSP00000307143	9606.ENSP00000480987	0	0	0	0	0.422	0	0.720	0.244	0.867
DONSON	PRIM1	9606.ENSP00000307143	9606.ENSP00000350491	0	0	0	0	0.294	0	0.900	0.069	0.928
DONSON	GART	9606.ENSP00000307143	9606.ENSP00000371253	0	0	0	0	0.319	0	0	0.931	0.951
DONSON	PRIM2	9606.ENSP00000307143	9606.ENSP00000484105	0	0	0	0	0.632	0	0.900	0.261	0.970
DSCC1	RFC2	9606.ENSP00000322180	9606.ENSP00000055077	0	0	0	0	0.329	0.816	0.900	0.985	0.999
DSCC1	RAD51AP1	9606.ENSP00000322180	9606.ENSP00000228843	0	0	0	0	0.473	0	0	0.574	0.766
DSCC1	GINS2	9606.ENSP00000322180	9606.ENSP00000253462	0	0	0	0	0.503	0	0	0.455	0.718
DSCC1	TIPIN	9606.ENSP00000322180	9606.ENSP00000261881	0	0	0	0	0.334	0.481	0	0.587	0.845
DSCC1	MCM4	9606.ENSP00000322180	9606.ENSP00000262105	0	0	0	0	0.573	0.095	0	0.558	0.814
DSCC1	NUF2	9606.ENSP00000322180	9606.ENSP00000271452	0	0	0	0	0.581	0	0	0.321	0.704
DSCC1	ESCO2	9606.ENSP00000322180	9606.ENSP00000306999	0	0	0	0	0.421	0.117	0	0.825	0.903
DSCC1	EXO1	9606.ENSP00000322180	9606.ENSP00000355506	0	0	0	0	0.607	0.062	0	0.319	0.727
DSCC1	PRIM2	9606.ENSP00000322180	9606.ENSP00000484105	0	0	0	0	0.455	0	0.500	0.401	0.822
DSCC1	PRIM1	9606.ENSP00000322180	9606.ENSP00000350491	0	0	0	0	0.508	0	0.500	0.461	0.856
DSCC1	WDHD1	9606.ENSP00000322180	9606.ENSP00000353793	0	0	0	0	0.446	0.126	0	0.772	0.880
DSCC1	POLE	9606.ENSP00000322180	9606.ENSP00000322570	0	0	0	0	0.253	0.893	0	0.347	0.943
DSCC1	RFC4	9606.ENSP00000322180	9606.ENSP00000376272	0	0	0	0	0.448	0.776	0.900	0.905	0.998
DSCC1	RFC5	9606.ENSP00000322180	9606.ENSP00000408295	0	0	0	0	0.295	0.820	0.900	0.980	0.999
DSCC1	RFC3	9606.ENSP00000322180	9606.ENSP00000369411	0	0	0	0	0.447	0.845	0.900	0.962	0.999
DSN1	NDC80	9606.ENSP00000389810	9606.ENSP00000261597	0	0	0	0	0.277	0.840	0.540	0.788	0.987
DSN1	SGO1	9606.ENSP00000389810	9606.ENSP00000263753	0	0	0	0	0.215	0.308	0	0.546	0.732
DSN1	NUF2	9606.ENSP00000389810	9606.ENSP00000271452	0	0	0	0	0.320	0.874	0.540	0.806	0.991
DSN1	SPC25	9606.ENSP00000389810	9606.ENSP00000282074	0	0	0	0	0.291	0.839	0.540	0.394	0.963
DSN1	MAD2L1	9606.ENSP00000389810	9606.ENSP00000296509	0	0	0	0	0.264	0.079	0.500	0.484	0.802
DSN1	PLK1	9606.ENSP00000389810	9606.ENSP00000300093	0	0	0	0	0.172	0.087	0.500	0.369	0.730
DSN1	KNL1	9606.ENSP00000389810	9606.ENSP00000335463	0	0	0	0	0.121	0.874	0.540	0.947	0.996
DSN1	ZWINT	9606.ENSP00000389810	9606.ENSP00000363055	0	0	0	0	0.352	0.896	0.540	0.949	0.998
DSN1	INCENP	9606.ENSP00000389810	9606.ENSP00000378295	0	0	0	0	0.159	0.065	0	0.806	0.835
DSN1	SPC24	9606.ENSP00000389810	9606.ENSP00000465075	0	0	0	0	0.152	0.865	0.540	0.899	0.993
DTL	POLE2	9606.ENSP00000355958	9606.ENSP00000216367	0	0	0	0	0.543	0	0.500	0	0.762
DTL	E2F8	9606.ENSP00000355958	9606.ENSP00000250024	0	0	0	0	0.648	0	0	0.205	0.708
DTL	NCAPG	9606.ENSP00000355958	9606.ENSP00000251496	0	0	0	0	0.795	0	0	0.205	0.830
DTL	KIF11	9606.ENSP00000355958	9606.ENSP00000260731	0	0	0	0	0.815	0	0	0.222	0.850
DTL	MCM4	9606.ENSP00000355958	9606.ENSP00000262105	0	0	0	0	0.623	0	0	0.254	0.707
DTL	RAD18	9606.ENSP00000355958	9606.ENSP00000264926	0	0	0	0	0.231	0.292	0.500	0.411	0.818
DTL	MCM2	9606.ENSP00000355958	9606.ENSP00000265056	0	0	0	0	0.661	0	0	0.355	0.772
DTL	NUF2	9606.ENSP00000355958	9606.ENSP00000271452	0	0	0	0	0.795	0	0	0.143	0.816
DTL	SPC25	9606.ENSP00000355958	9606.ENSP00000282074	0	0	0	0	0.785	0	0	0	0.785
DTL	MELK	9606.ENSP00000355958	9606.ENSP00000298048	0	0	0	0	0.801	0	0	0.238	0.842
DTL	PCLAF	9606.ENSP00000355958	9606.ENSP00000300035	0	0	0	0	0.734	0	0	0.256	0.794
DTL	FEN1	9606.ENSP00000355958	9606.ENSP00000305480	0	0	0	0	0.562	0	0	0.411	0.731
DTL	TYMS	9606.ENSP00000355958	9606.ENSP00000315644	0	0	0	0	0.594	0	0	0.321	0.713
DTL	POLE	9606.ENSP00000355958	9606.ENSP00000322570	0	0	0	0	0.557	0	0.500	0.101	0.783
DTL	KIF15	9606.ENSP00000355958	9606.ENSP00000324020	0	0	0	0	0.790	0	0	0.121	0.807
DTL	USP1	9606.ENSP00000355958	9606.ENSP00000343526	0	0	0	0	0.171	0	0.500	0.345	0.704
DTL	RRM2	9606.ENSP00000355958	9606.ENSP00000353770	0	0	0	0	0.816	0.079	0	0.348	0.880
DTL	WDHD1	9606.ENSP00000355958	9606.ENSP00000353793	0	0	0	0	0.915	0	0	0.405	0.947
DTL	EXO1	9606.ENSP00000355958	9606.ENSP00000355506	0	0	0	0	0.872	0	0	0.258	0.901
DTL	RAD51	9606.ENSP00000355958	9606.ENSP00000493712	0	0	0	0	0.666	0	0	0.201	0.722
DTL	KIF4A	9606.ENSP00000355958	9606.ENSP00000363524	0	0	0	0	0.673	0	0	0.204	0.728
DTL	RFC4	9606.ENSP00000355958	9606.ENSP00000376272	0	0	0	0	0.443	0.069	0.500	0.196	0.763
DTL	RFC3	9606.ENSP00000355958	9606.ENSP00000369411	0	0	0	0	0.443	0.069	0.500	0.244	0.778
DTL	UHRF1	9606.ENSP00000355958	9606.ENSP00000479617	0	0	0	0	0.581	0	0	0.511	0.786
DTL	TTK	9606.ENSP00000355958	9606.ENSP00000358813	0	0	0	0	0.761	0	0	0.145	0.787
DTL	PRIM2	9606.ENSP00000355958	9606.ENSP00000484105	0	0	0	0	0.714	0	0	0.359	0.809
DTL	UBE2T	9606.ENSP00000355958	9606.ENSP00000494957	0	0	0	0	0.780	0	0	0.181	0.812
DTL	ZWINT	9606.ENSP00000355958	9606.ENSP00000363055	0	0	0	0	0.785	0	0	0.190	0.819
DTL	TOP2A	9606.ENSP00000355958	9606.ENSP00000411532	0	0	0	0	0.781	0	0	0.222	0.822
DTL	ORC1	9606.ENSP00000355958	9606.ENSP00000360623	0	0	0	0	0.850	0	0	0.079	0.856
DTL	PBK	9606.ENSP00000355958	9606.ENSP00000428489	0	0	0	0	0.780	0	0	0.445	0.873
DTL	KMT5A	9606.ENSP00000355958	9606.ENSP00000384629	0	0	0	0	0.059	0.625	0	0.717	0.891
