#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H2AZ1	TRRAP	9606.ENSP00000296417	9606.ENSP00000352925	0	0	0	0	0.042	0.715	0.500	0.618	0.941
H2AZ2	HDAC2	9606.ENSP00000308405	9606.ENSP00000430432	0	0	0	0	0.116	0.176	0.650	0.271	0.789
H2AZ2	TRRAP	9606.ENSP00000308405	9606.ENSP00000352925	0	0	0	0	0.056	0.271	0.500	0.482	0.797
H2AZ2	PCNA	9606.ENSP00000308405	9606.ENSP00000368458	0	0	0	0	0.744	0.169	0	0.129	0.799
HDAC2	NFKB1	9606.ENSP00000430432	9606.ENSP00000226574	0	0	0	0	0.056	0.452	0	0.649	0.803
HDAC2	SAP30	9606.ENSP00000430432	9606.ENSP00000296504	0	0	0	0	0.072	0.881	0.800	0.997	0.999
HDAC2	RERE	9606.ENSP00000430432	9606.ENSP00000338629	0	0	0	0	0	0.547	0	0.932	0.968
HDAC2	SMARCA4	9606.ENSP00000430432	9606.ENSP00000343896	0	0	0	0	0.186	0.845	0.800	0.974	0.999
HDAC2	PARP1	9606.ENSP00000430432	9606.ENSP00000355759	0	0	0	0	0.154	0.598	0	0.681	0.882
HDAC2	HELLS	9606.ENSP00000430432	9606.ENSP00000377601	0	0	0	0	0.085	0.592	0	0.275	0.705
HDAC2	RXRA	9606.ENSP00000430432	9606.ENSP00000419692	0	0	0	0	0.067	0.045	0.650	0.238	0.730
HDAC2	MYC	9606.ENSP00000430432	9606.ENSP00000478887	0	0	0	0	0.056	0.426	0	0.726	0.838
HELLS	KIF11	9606.ENSP00000377601	9606.ENSP00000260731	0	0	0	0	0.662	0.071	0	0.258	0.746
HELLS	MCM4	9606.ENSP00000377601	9606.ENSP00000262105	0	0	0	0	0.577	0.129	0	0.278	0.711
HELLS	MCM3	9606.ENSP00000377601	9606.ENSP00000480987	0	0	0	0	0.506	0.075	0	0.453	0.728
HELLS	TOP2A	9606.ENSP00000377601	9606.ENSP00000411532	0	0	0	0	0.578	0.130	0	0.347	0.739
HELLS	RAD51	9606.ENSP00000377601	9606.ENSP00000493712	0.042	0	0	0	0.494	0.268	0	0.532	0.812
HJURP	TRIP13	9606.ENSP00000414109	9606.ENSP00000166345	0	0	0	0	0.633	0	0	0.325	0.741
HJURP	OIP5	9606.ENSP00000414109	9606.ENSP00000220514	0	0	0	0	0.546	0.510	0.500	0.663	0.957
HJURP	PIMREG	9606.ENSP00000414109	9606.ENSP00000250056	0	0	0	0	0.512	0	0	0.430	0.710
HJURP	NCAPG	9606.ENSP00000414109	9606.ENSP00000251496	0	0	0	0	0.784	0	0	0.477	0.882
HJURP	TROAP	9606.ENSP00000414109	9606.ENSP00000257909	0	0	0.324	0	0.805	0	0	0.428	0.918
HJURP	KIF23	9606.ENSP00000414109	9606.ENSP00000260363	0	0	0	0	0.651	0	0	0.567	0.842
HJURP	KIF11	9606.ENSP00000414109	9606.ENSP00000260731	0	0	0	0	0.846	0	0	0.563	0.930
HJURP	NDC80	9606.ENSP00000414109	9606.ENSP00000261597	0	0	0	0	0.807	0	0	0.336	0.866
HJURP	KIF18A	9606.ENSP00000414109	9606.ENSP00000263181	0	0	0	0	0.494	0	0	0.494	0.733
HJURP	PLK4	9606.ENSP00000414109	9606.ENSP00000270861	0	0	0	0	0.733	0	0	0.245	0.790
HJURP	SKA1	9606.ENSP00000414109	9606.ENSP00000285116	0	0	0	0	0.529	0	0	0.432	0.721
HJURP	MIS18A	9606.ENSP00000414109	9606.ENSP00000290130	0	0	0	0	0.237	0.704	0.500	0.720	0.964
HJURP	MELK	9606.ENSP00000414109	9606.ENSP00000298048	0	0	0	0	0.798	0	0	0.639	0.924
HJURP	PCLAF	9606.ENSP00000414109	9606.ENSP00000300035	0	0	0	0	0.633	0	0	0.381	0.763
HJURP	PLK1	9606.ENSP00000414109	9606.ENSP00000300093	0	0	0	0	0.652	0	0	0.613	0.859
HJURP	TPX2	9606.ENSP00000414109	9606.ENSP00000300403	0	0	0	0	0.813	0	0	0.447	0.892
HJURP	SPAG5	9606.ENSP00000414109	9606.ENSP00000323300	0	0	0	0	0.834	0	0	0.573	0.926
HJURP	KIF15	9606.ENSP00000414109	9606.ENSP00000324020	0	0	0	0	0.808	0	0	0.340	0.868
HJURP	UBE2C	9606.ENSP00000414109	9606.ENSP00000348838	0	0	0	0	0.806	0	0	0.626	0.924
HJURP	RRM2	9606.ENSP00000414109	9606.ENSP00000353770	0	0	0	0	0.706	0	0	0.564	0.866
HJURP	NEK2	9606.ENSP00000414109	9606.ENSP00000355966	0	0	0	0	0.742	0	0	0.301	0.812
HJURP	KIF14	9606.ENSP00000414109	9606.ENSP00000356319	0	0	0	0	0.790	0.292	0	0.552	0.927
HJURP	MKI67	9606.ENSP00000414109	9606.ENSP00000357643	0	0	0.313	0	0.839	0	0	0.556	0.946
HJURP	TTK	9606.ENSP00000414109	9606.ENSP00000358813	0	0	0	0	0.801	0	0	0.660	0.929
HJURP	KIF2C	9606.ENSP00000414109	9606.ENSP00000361298	0	0	0	0	0.830	0	0	0.653	0.938
HJURP	ZWINT	9606.ENSP00000414109	9606.ENSP00000363055	0	0	0	0	0.474	0	0	0.586	0.773
HJURP	KIF4A	9606.ENSP00000414109	9606.ENSP00000363524	0	0	0	0	0.802	0	0	0.605	0.918
HJURP	HMMR	9606.ENSP00000414109	9606.ENSP00000377492	0	0	0	0	0.780	0	0	0.471	0.878
HJURP	PTTG1	9606.ENSP00000414109	9606.ENSP00000377536	0	0	0	0	0.606	0	0	0.290	0.708
HJURP	PRC1	9606.ENSP00000414109	9606.ENSP00000377793	0	0	0	0	0.790	0	0	0.072	0.797
HJURP	KIF20A	9606.ENSP00000414109	9606.ENSP00000378356	0	0	0	0	0.858	0	0	0.561	0.935
HJURP	KIFC1	9606.ENSP00000414109	9606.ENSP00000393963	0	0	0	0	0.802	0	0	0.253	0.845
HJURP	RACGAP1	9606.ENSP00000414109	9606.ENSP00000404190	0	0	0	0	0.476	0	0	0.505	0.729
HJURP	TOP2A	9606.ENSP00000414109	9606.ENSP00000411532	0	0	0	0	0.854	0	0	0.417	0.911
HJURP	TK1	9606.ENSP00000414109	9606.ENSP00000468425	0	0	0	0	0.402	0	0	0.557	0.723
HJURP	KIF18B	9606.ENSP00000414109	9606.ENSP00000465992	0	0	0	0	0.668	0	0	0.607	0.864
HJURP	PBK	9606.ENSP00000414109	9606.ENSP00000428489	0	0	0	0	0.791	0	0	0.523	0.896
HJURP	NUSAP1	9606.ENSP00000414109	9606.ENSP00000499238	0	0	0	0	0.801	0	0	0.642	0.926
HLTF	SMARCA4	9606.ENSP00000308944	9606.ENSP00000343896	0	0	0.218	0.575	0.071	0.113	0	0.600	0.708
HLTF	RAD51	9606.ENSP00000308944	9606.ENSP00000493712	0.042	0	0	0	0.068	0.766	0	0.665	0.920
HLTF	PCNA	9606.ENSP00000308944	9606.ENSP00000368458	0.053	0	0	0	0.121	0.917	0.500	0.348	0.973
HLTF	UBE2V2	9606.ENSP00000308944	9606.ENSP00000428209	0	0	0	0	0.086	0.791	0.500	0.912	0.990
HMGB2	SET	9606.ENSP00000296503	9606.ENSP00000361777	0	0	0	0	0.174	0.292	0	0.553	0.716
HMGB2	NCL	9606.ENSP00000296503	9606.ENSP00000318195	0	0	0	0	0.135	0.058	0	0.817	0.838
HMGCS1	SQLE	9606.ENSP00000322706	9606.ENSP00000265896	0	0	0	0	0.885	0	0	0.889	0.986
HMGCS1	NFYA	9606.ENSP00000322706	9606.ENSP00000345702	0	0	0	0	0.044	0.421	0.500	0.082	0.711
HMMR	TRIP13	9606.ENSP00000377492	9606.ENSP00000166345	0	0	0	0	0.653	0.071	0	0.325	0.763
HMMR	OIP5	9606.ENSP00000377492	9606.ENSP00000220514	0	0	0	0	0.787	0	0	0.530	0.895
HMMR	RAD51AP1	9606.ENSP00000377492	9606.ENSP00000228843	0	0	0	0	0.782	0	0	0.348	0.852
HMMR	NCAPG	9606.ENSP00000377492	9606.ENSP00000251496	0	0	0	0	0.817	0	0	0.523	0.909
HMMR	KIF23	9606.ENSP00000377492	9606.ENSP00000260363	0	0	0	0	0.780	0.294	0	0.343	0.889
HMMR	KIF11	9606.ENSP00000377492	9606.ENSP00000260731	0	0	0	0	0.815	0.049	0	0.623	0.928
HMMR	NDC80	9606.ENSP00000377492	9606.ENSP00000261597	0	0	0	0	0.797	0.173	0	0.094	0.835
HMMR	PLK4	9606.ENSP00000377492	9606.ENSP00000270861	0	0	0	0	0.660	0.087	0	0.245	0.745
HMMR	SPC25	9606.ENSP00000377492	9606.ENSP00000282074	0	0	0	0	0.786	0.053	0	0.112	0.804
HMMR	MAD2L1	9606.ENSP00000377492	9606.ENSP00000296509	0	0	0	0	0.682	0.079	0	0.375	0.801
HMMR	MELK	9606.ENSP00000377492	9606.ENSP00000298048	0	0	0	0	0.804	0.065	0	0.421	0.884
HMMR	PCLAF	9606.ENSP00000377492	9606.ENSP00000300035	0	0	0	0	0.662	0	0	0.300	0.754
HMMR	TPX2	9606.ENSP00000377492	9606.ENSP00000300403	0	0	0	0	0.799	0.328	0	0.856	0.979
HMMR	SPAG5	9606.ENSP00000377492	9606.ENSP00000323300	0	0	0	0	0.647	0	0	0.186	0.701
HMMR	KIF15	9606.ENSP00000377492	9606.ENSP00000324020	0	0	0	0	0.786	0.104	0	0.526	0.901
HMMR	SMC4	9606.ENSP00000377492	9606.ENSP00000341382	0	0	0	0	0.455	0.041	0	0.581	0.762
HMMR	UBE2C	9606.ENSP00000377492	9606.ENSP00000348838	0	0	0	0	0.790	0.080	0	0.503	0.896
HMMR	RRM2	9606.ENSP00000377492	9606.ENSP00000353770	0	0	0	0	0.681	0.049	0	0.414	0.807
HMMR	NEK2	9606.ENSP00000377492	9606.ENSP00000355966	0	0	0	0	0.779	0.043	0	0.436	0.870
HMMR	KIF14	9606.ENSP00000377492	9606.ENSP00000356319	0	0	0	0	0.786	0	0	0.343	0.853
HMMR	MKI67	9606.ENSP00000377492	9606.ENSP00000357643	0	0	0	0	0.772	0	0	0.566	0.896
HMMR	TTK	9606.ENSP00000377492	9606.ENSP00000358813	0	0	0	0	0.798	0.099	0	0.401	0.881
HMMR	KIF2C	9606.ENSP00000377492	9606.ENSP00000361298	0	0	0	0	0.788	0	0	0.402	0.868
HMMR	ZWINT	9606.ENSP00000377492	9606.ENSP00000363055	0	0	0	0	0.772	0	0	0.543	0.891
HMMR	KIF4A	9606.ENSP00000377492	9606.ENSP00000363524	0	0	0	0	0.797	0.091	0	0.388	0.877
HMMR	NCAPG2	9606.ENSP00000377492	9606.ENSP00000387007	0	0	0	0	0.429	0	0	0.538	0.725
HMMR	MCM10	9606.ENSP00000377492	9606.ENSP00000418268	0	0	0	0	0.512	0	0	0.464	0.727
HMMR	PARPBP	9606.ENSP00000377492	9606.ENSP00000440850	0	0	0	0	0.744	0.091	0	0.113	0.776
HMMR	RACGAP1	9606.ENSP00000377492	9606.ENSP00000404190	0	0	0	0	0.659	0	0	0.411	0.791
HMMR	PRC1	9606.ENSP00000377492	9606.ENSP00000377793	0	0	0	0	0.802	0.046	0	0.186	0.833
HMMR	PTTG1	9606.ENSP00000377492	9606.ENSP00000377536	0	0	0	0	0.781	0	0	0.391	0.861
HMMR	PBK	9606.ENSP00000377492	9606.ENSP00000428489	0	0	0	0	0.804	0.095	0	0.448	0.893
HMMR	NUSAP1	9606.ENSP00000377492	9606.ENSP00000499238	0	0	0	0	0.797	0	0	0.511	0.896
HMMR	TOP2A	9606.ENSP00000377492	9606.ENSP00000411532	0	0	0	0	0.798	0.046	0	0.534	0.902
HMMR	KIF20A	9606.ENSP00000377492	9606.ENSP00000378356	0	0	0	0	0.819	0.045	0	0.519	0.909
HNRNPAB	SRSF1	9606.ENSP00000425031	9606.ENSP00000258962	0	0	0	0	0.336	0.140	0	0.717	0.824
HNRNPAB	KHSRP	9606.ENSP00000425031	9606.ENSP00000381216	0	0	0	0	0.269	0.371	0	0.405	0.703
HNRNPUL1	NXT1	9606.ENSP00000375863	9606.ENSP00000254998	0	0	0	0	0.055	0	0	0.895	0.896
HPRT1	PPAT	9606.ENSP00000298556	9606.ENSP00000264220	0.101	0	0	0	0.090	0.229	0	0.596	0.711
HPRT1	PGK1	9606.ENSP00000298556	9606.ENSP00000362413	0	0	0	0	0.307	0	0	0.765	0.830
HPRT1	RRM1	9606.ENSP00000298556	9606.ENSP00000300738	0.053	0	0	0	0.142	0	0.792	0.329	0.871
HSPA14	HSPE1	9606.ENSP00000367623	9606.ENSP00000233893	0.059	0	0	0	0.425	0.091	0	0.540	0.744
HSPA4L	HSPE1	9606.ENSP00000296464	9606.ENSP00000233893	0.059	0	0	0	0.414	0.230	0	0.574	0.795
HSPA4L	HSPH1	9606.ENSP00000296464	9606.ENSP00000487365	0	0	0.063	0.954	0.151	0	0.900	0.068	0.916
HSPD1	HSPE1	9606.ENSP00000340019	9606.ENSP00000233893	0.075	0	0.354	0	0.896	0.996	0	0.999	0.999
HSPD1	ISCU	9606.ENSP00000340019	9606.ENSP00000310623	0.061	0	0	0	0.098	0	0	0.708	0.731
HSPD1	TIMM17A	9606.ENSP00000340019	9606.ENSP00000356256	0	0	0	0	0.148	0	0.500	0.366	0.706
HSPD1	PGK1	9606.ENSP00000340019	9606.ENSP00000362413	0	0	0	0	0.267	0.069	0	0.626	0.722
HSPD1	RAD51	9606.ENSP00000340019	9606.ENSP00000493712	0	0	0	0	0.167	0.091	0	0.719	0.769
HSPD1	HSPH1	9606.ENSP00000340019	9606.ENSP00000487365	0.043	0	0	0	0.583	0.126	0	0.492	0.799
HSPE1	TPI1	9606.ENSP00000233893	9606.ENSP00000229270	0.082	0	0	0	0.212	0.370	0	0.537	0.761
HSPE1	TXN	9606.ENSP00000233893	9606.ENSP00000363641	0.053	0	0	0	0.497	0.190	0	0.567	0.810
HSPE1	HSPH1	9606.ENSP00000233893	9606.ENSP00000487365	0.059	0	0	0	0.487	0.229	0	0.692	0.870
HTATSF1	SNRPB2	9606.ENSP00000442699	9606.ENSP00000246071	0	0	0	0	0.063	0.915	0.540	0.293	0.970
HTATSF1	SNRPA1	9606.ENSP00000442699	9606.ENSP00000254193	0	0	0	0	0.064	0.932	0.540	0.414	0.980
HTATSF1	SNRPD1	9606.ENSP00000442699	9606.ENSP00000300413	0	0	0	0	0.074	0.800	0.540	0	0.907
HTATSF1	SF3B3	9606.ENSP00000442699	9606.ENSP00000305790	0	0	0	0	0.067	0.848	0.540	0.406	0.956
HTATSF1	RBM5	9606.ENSP00000442699	9606.ENSP00000343054	0	0	0	0	0.093	0	0.800	0.115	0.825
HTATSF1	SF3B5	9606.ENSP00000442699	9606.ENSP00000356541	0	0	0	0	0.054	0.800	0.540	0.371	0.937
HTATSF1	SNRPG	9606.ENSP00000442699	9606.ENSP00000393388	0	0	0	0	0.059	0.867	0.540	0	0.937
HTATSF1	SNRPE	9606.ENSP00000442699	9606.ENSP00000400591	0	0	0	0	0.059	0.866	0.540	0	0.937
IARS1	NARS1	9606.ENSP00000364794	9606.ENSP00000256854	0.042	0	0	0	0.382	0.678	0	0.841	0.965
IARS1	YARS2	9606.ENSP00000364794	9606.ENSP00000320658	0.098	0	0	0	0.395	0	0	0.838	0.904
IARS1	TARS1	9606.ENSP00000364794	9606.ENSP00000387710	0.069	0	0	0	0.440	0.055	0	0.844	0.913
IL13RA1	STAT6	9606.ENSP00000360730	9606.ENSP00000300134	0	0	0	0	0.090	0	0.500	0.906	0.953
ILF2	TARDBP	9606.ENSP00000355011	9606.ENSP00000240185	0	0	0	0	0.717	0.167	0	0.199	0.795
ILF2	SRSF1	9606.ENSP00000355011	9606.ENSP00000258962	0	0	0	0	0.690	0	0	0.251	0.757
ILF2	NCL	9606.ENSP00000355011	9606.ENSP00000318195	0	0	0	0	0.354	0.087	0	0.580	0.730
ILF2	XRCC6	9606.ENSP00000355011	9606.ENSP00000352257	0	0	0	0	0.425	0.292	0	0.613	0.828
ILF2	SNRPE	9606.ENSP00000355011	9606.ENSP00000400591	0	0	0	0	0.749	0	0	0.176	0.784
ILF2	KHSRP	9606.ENSP00000355011	9606.ENSP00000381216	0	0	0	0	0.483	0	0	0.610	0.790
ILF2	RAN	9606.ENSP00000355011	9606.ENSP00000446215	0	0	0	0	0.784	0	0	0.122	0.802
ILF2	SSB	9606.ENSP00000355011	9606.ENSP00000386636	0	0	0	0	0.776	0	0	0.226	0.819
ILF2	SRSF3	9606.ENSP00000355011	9606.ENSP00000362820	0	0	0	0	0.786	0.205	0	0.245	0.860
ILK	MAPK1	9606.ENSP00000379975	9606.ENSP00000215832	0	0	0	0	0.080	0.440	0	0.548	0.747
ILK	PIK3R1	9606.ENSP00000379975	9606.ENSP00000428056	0	0	0	0	0.047	0	0.900	0.397	0.937
IMPA2	IMPAD1	9606.ENSP00000269159	9606.ENSP00000262644	0.101	0	0	0	0	0	0.915	0.500	0.958
INHBB	TGFB3	9606.ENSP00000295228	9606.ENSP00000238682	0	0	0	0.589	0.084	0	0.900	0.169	0.917
INTS13	INTS8	9606.ENSP00000261191	9606.ENSP00000430338	0	0	0	0	0.138	0	0.800	0.722	0.947
INTS8	POLR2D	9606.ENSP00000430338	9606.ENSP00000272645	0	0	0	0	0.049	0.800	0	0.046	0.802
INTS8	POLR2K	9606.ENSP00000430338	9606.ENSP00000342889	0	0	0	0	0.110	0.838	0	0	0.849
INTS8	POLR2B	9606.ENSP00000430338	9606.ENSP00000370625	0	0	0	0	0.188	0.837	0	0.547	0.935
INTS8	POLR2F	9606.ENSP00000430338	9606.ENSP00000385725	0	0	0	0	0	0.834	0	0	0.834
IPO5	KPNA2	9606.ENSP00000261574	9606.ENSP00000438483	0	0	0	0	0.168	0.144	0	0.676	0.749
IPO5	IPO9	9606.ENSP00000261574	9606.ENSP00000354742	0	0	0	0	0.187	0.394	0	0.674	0.825
IPO5	XPO1	9606.ENSP00000261574	9606.ENSP00000384863	0	0	0	0	0.268	0.263	0	0.761	0.860
IPO5	RAN	9606.ENSP00000261574	9606.ENSP00000446215	0	0	0	0	0.270	0.893	0	0.776	0.981
IPO9	TNPO3	9606.ENSP00000354742	9606.ENSP00000265388	0	0	0	0	0.179	0.161	0	0.629	0.722
IPO9	SF3B3	9606.ENSP00000354742	9606.ENSP00000305790	0	0	0	0	0.790	0	0	0	0.790
IPO9	XPOT	9606.ENSP00000354742	9606.ENSP00000327821	0	0	0	0	0.144	0	0	0.703	0.735
IPO9	RAN	9606.ENSP00000354742	9606.ENSP00000446215	0	0	0	0	0.098	0.571	0	0.316	0.712
IPO9	XPO1	9606.ENSP00000354742	9606.ENSP00000384863	0	0	0	0	0.342	0.209	0	0.651	0.803
IPO9	TNPO2	9606.ENSP00000354742	9606.ENSP00000407182	0	0	0	0	0.082	0	0	0.873	0.879
ISCU	MOCOS	9606.ENSP00000310623	9606.ENSP00000261326	0.231	0	0	0	0.963	0.955	0.809	0.365	0.999
ITGA2	MMP1	9606.ENSP00000296585	9606.ENSP00000322788	0	0	0	0	0.138	0.510	0	0.593	0.813
ITGA2	PIK3R1	9606.ENSP00000296585	9606.ENSP00000428056	0	0	0	0	0.044	0	0.900	0.197	0.916
KHSRP	TARDBP	9606.ENSP00000381216	9606.ENSP00000240185	0	0	0	0	0.534	0.165	0	0.411	0.751
KHSRP	SFPQ	9606.ENSP00000381216	9606.ENSP00000349748	0	0	0	0	0.542	0	0	0.619	0.818
KHSRP	SRSF3	9606.ENSP00000381216	9606.ENSP00000362820	0	0	0	0	0.510	0	0	0.430	0.709
KHSRP	YWHAZ	9606.ENSP00000381216	9606.ENSP00000379287	0	0	0	0	0.055	0	0.900	0.475	0.946
KIF11	TRIP13	9606.ENSP00000260731	9606.ENSP00000166345	0	0	0	0	0.668	0	0	0.391	0.789
KIF11	MCM5	9606.ENSP00000260731	9606.ENSP00000216122	0	0	0	0	0.756	0	0	0.359	0.837
KIF11	OIP5	9606.ENSP00000260731	9606.ENSP00000220514	0	0	0	0	0.788	0	0	0.425	0.873
KIF11	RAD51AP1	9606.ENSP00000260731	9606.ENSP00000228843	0	0	0	0	0.792	0	0	0.373	0.864
KIF11	NCAPH	9606.ENSP00000260731	9606.ENSP00000240423	0	0	0	0	0.853	0.067	0	0.385	0.908
KIF11	NCAPG	9606.ENSP00000260731	9606.ENSP00000251496	0	0	0	0	0.912	0.086	0	0.722	0.975
KIF11	KIF23	9606.ENSP00000260731	9606.ENSP00000260363	0	0	0	0.583	0.963	0.313	0.540	0.574	0.994
KIF11	TYMS	9606.ENSP00000260731	9606.ENSP00000315644	0	0	0	0	0.636	0	0	0.279	0.726
KIF11	MCM7	9606.ENSP00000260731	9606.ENSP00000307288	0	0	0	0	0.686	0	0	0.222	0.745
KIF11	TK1	9606.ENSP00000260731	9606.ENSP00000468425	0	0	0	0	0.483	0	0	0.557	0.761
KIF11	KIF2A	9606.ENSP00000260731	9606.ENSP00000385000	0	0	0	0.622	0.342	0	0.540	0.315	0.774
KIF11	RRM1	9606.ENSP00000260731	9606.ENSP00000300738	0	0	0	0	0.582	0	0	0.515	0.788
KIF11	SPC25	9606.ENSP00000260731	9606.ENSP00000282074	0	0	0	0	0.785	0	0	0.088	0.796
KIF11	SKA1	9606.ENSP00000260731	9606.ENSP00000285116	0	0	0	0	0.597	0	0	0.613	0.837
KIF11	MCM6	9606.ENSP00000260731	9606.ENSP00000264156	0	0	0	0	0.779	0	0	0.331	0.846
KIF11	MCM3	9606.ENSP00000260731	9606.ENSP00000480987	0	0	0	0	0.731	0	0	0.450	0.846
KIF11	MCM2	9606.ENSP00000260731	9606.ENSP00000265056	0	0	0	0	0.819	0	0	0.194	0.848
KIF11	NCAPG2	9606.ENSP00000260731	9606.ENSP00000387007	0	0	0	0	0.808	0	0	0.242	0.848
KIF11	TACC3	9606.ENSP00000260731	9606.ENSP00000326550	0	0	0	0	0.651	0.217	0	0.498	0.851
KIF11	ZWILCH	9606.ENSP00000260731	9606.ENSP00000311429	0	0	0	0	0.774	0	0	0.392	0.857
KIF11	PCLAF	9606.ENSP00000260731	9606.ENSP00000300035	0	0	0	0	0.776	0	0	0.389	0.857
KIF11	STIL	9606.ENSP00000260731	9606.ENSP00000360944	0	0	0	0	0.802	0	0	0.311	0.858
KIF11	PTTG1	9606.ENSP00000260731	9606.ENSP00000377536	0	0	0	0	0.569	0	0	0.687	0.859
KIF11	NCAPD2	9606.ENSP00000260731	9606.ENSP00000325017	0	0	0	0	0.752	0	0	0.461	0.860
KIF11	SHCBP1	9606.ENSP00000260731	9606.ENSP00000306473	0	0	0	0	0.839	0	0	0.179	0.863
KIF11	KIF18B	9606.ENSP00000260731	9606.ENSP00000465992	0	0	0	0.656	0.593	0.158	0.540	0.278	0.871
KIF11	MCM4	9606.ENSP00000260731	9606.ENSP00000262105	0	0	0	0	0.794	0	0	0.417	0.874
KIF11	MCM10	9606.ENSP00000260731	9606.ENSP00000418268	0	0	0	0	0.850	0	0	0.348	0.898
KIF11	PLK4	9606.ENSP00000260731	9606.ENSP00000270861	0	0	0	0	0.821	0.069	0	0.518	0.912
KIF11	KNTC1	9606.ENSP00000260731	9606.ENSP00000328236	0	0	0.208	0	0.819	0	0	0.454	0.915
KIF11	UBE2C	9606.ENSP00000260731	9606.ENSP00000348838	0	0	0	0	0.835	0	0	0.511	0.916
KIF11	PLK1	9606.ENSP00000260731	9606.ENSP00000300093	0	0	0	0	0.644	0.071	0	0.776	0.919
KIF11	SMC4	9606.ENSP00000260731	9606.ENSP00000341382	0	0	0	0	0.814	0.067	0	0.615	0.927
KIF11	ZWINT	9606.ENSP00000260731	9606.ENSP00000363055	0	0	0	0	0.794	0	0	0.665	0.928
KIF11	KIF14	9606.ENSP00000260731	9606.ENSP00000356319	0	0	0	0.617	0.806	0	0.540	0.284	0.930
KIF11	MKI67	9606.ENSP00000260731	9606.ENSP00000357643	0	0	0	0	0.861	0	0	0.523	0.931
KIF11	MELK	9606.ENSP00000260731	9606.ENSP00000298048	0	0	0	0	0.897	0	0	0.449	0.941
KIF11	RRM2	9606.ENSP00000260731	9606.ENSP00000353770	0	0	0	0	0.863	0	0	0.634	0.947
KIF11	KIF4A	9606.ENSP00000260731	9606.ENSP00000363524	0	0	0	0.645	0.891	0	0.400	0.324	0.952
KIF11	SPAG5	9606.ENSP00000260731	9606.ENSP00000323300	0	0	0	0	0.883	0.071	0	0.613	0.954
KIF11	PBK	9606.ENSP00000260731	9606.ENSP00000428489	0	0	0	0	0.908	0.045	0	0.533	0.955
KIF11	NEK2	9606.ENSP00000260731	9606.ENSP00000355966	0	0	0	0	0.845	0.054	0	0.745	0.959
KIF11	KIFC1	9606.ENSP00000260731	9606.ENSP00000393963	0	0	0	0.641	0.718	0.589	0.540	0.393	0.963
KIF11	TPX2	9606.ENSP00000260731	9606.ENSP00000300403	0	0	0	0	0.843	0	0	0.790	0.965
KIF11	SMC2	9606.ENSP00000260731	9606.ENSP00000286398	0	0	0	0	0.960	0.062	0	0.196	0.967
KIF11	KIF2C	9606.ENSP00000260731	9606.ENSP00000361298	0	0	0	0.635	0.848	0	0.540	0.579	0.968
KIF11	KIF18A	9606.ENSP00000260731	9606.ENSP00000263181	0	0	0	0.640	0.885	0.158	0.540	0.408	0.970
KIF11	NDC80	9606.ENSP00000260731	9606.ENSP00000261597	0	0	0	0	0.927	0.094	0	0.620	0.972
KIF11	PRC1	9606.ENSP00000260731	9606.ENSP00000377793	0	0	0	0	0.902	0.409	0	0.560	0.972
KIF11	MAD2L1	9606.ENSP00000260731	9606.ENSP00000296509	0	0	0	0	0.773	0.519	0	0.775	0.973
KIF11	NUSAP1	9606.ENSP00000260731	9606.ENSP00000499238	0	0	0	0	0.907	0	0	0.739	0.974
KIF11	TOP2A	9606.ENSP00000260731	9606.ENSP00000411532	0	0	0	0	0.910	0	0	0.735	0.975
KIF11	RACGAP1	9606.ENSP00000260731	9606.ENSP00000404190	0	0	0	0	0.893	0	0.400	0.683	0.978
KIF11	KIF20A	9606.ENSP00000260731	9606.ENSP00000378356	0	0	0	0.582	0.902	0.073	0.540	0.587	0.980
KIF11	KIF15	9606.ENSP00000260731	9606.ENSP00000324020	0	0	0	0.631	0.910	0.056	0.720	0.399	0.983
KIF11	TTK	9606.ENSP00000260731	9606.ENSP00000358813	0	0	0	0	0.958	0.139	0	0.611	0.984
KIF13B	KIF23	9606.ENSP00000427900	9606.ENSP00000260363	0	0	0	0.587	0.042	0.292	0.540	0.173	0.707
KIF14	TRIP13	9606.ENSP00000356319	9606.ENSP00000166345	0	0	0	0	0.527	0.292	0	0.297	0.744
KIF14	MYBL2	9606.ENSP00000356319	9606.ENSP00000217026	0	0	0	0	0.644	0	0	0.262	0.726
KIF14	NCAPH	9606.ENSP00000356319	9606.ENSP00000240423	0	0	0	0	0.370	0	0	0.653	0.772
KIF14	NCAPG	9606.ENSP00000356319	9606.ENSP00000251496	0	0	0	0	0.787	0	0	0.660	0.924
KIF14	KIF23	9606.ENSP00000356319	9606.ENSP00000260363	0	0	0	0.574	0.789	0.325	0.540	0.439	0.958
KIF14	NDC80	9606.ENSP00000356319	9606.ENSP00000261597	0	0	0	0	0.667	0.092	0	0.198	0.736
KIF14	KIF18A	9606.ENSP00000356319	9606.ENSP00000263181	0	0	0	0.633	0.772	0	0.540	0.520	0.945
KIF14	PLK4	9606.ENSP00000356319	9606.ENSP00000270861	0	0	0	0	0.748	0	0	0.319	0.821
KIF14	SKA1	9606.ENSP00000356319	9606.ENSP00000285116	0	0	0	0	0.521	0	0	0.464	0.732
KIF14	MELK	9606.ENSP00000356319	9606.ENSP00000298048	0	0	0	0	0.782	0	0	0.357	0.854
